MASTER: trans=[    2]  addr=[90000400] WRITE data=[00000001]   expected=[00000001]         WORD  OKAY
MASTER: trans=[    3]  addr=[90000420] WRITE data=[00000002]   expected=[00000002]         WORD  OKAY
MASTER: trans=[    4]  addr=[90000450] WRITE data=[00000005]   expected=[00000005]         WORD  OKAY
MASTER: trans=[    5]  addr=[90000460] WRITE data=[00000006]   expected=[00000006]         WORD  OKAY
MASTER: trans=[    6]  addr=[90000480] WRITE data=[00000008]   expected=[00000008]         WORD  OKAY
MASTER: trans=[    8]  addr=[90000440]  READ data=[0000003b]   expected=[00000000]         WORD  OKAY
MASTER: trans=[    9]  addr=[90000444]  READ data=[00000000]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   11]  addr=[90000440]  READ data=[00000059]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   12]  addr=[90000444]  READ data=[00000000]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   14]  addr=[90000440]  READ data=[00000077]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   15]  addr=[90000444]  READ data=[00000000]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   17]  addr=[90000480] WRITE data=[00000000]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   18]  addr=[900004a0] WRITE data=[00000000]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   20]  addr=[90000c00] WRITE data=[00000000]   expected=[00000000]         WORD  OKAY
MASTER: trans=[   21]  addr=[90000c04] WRITE data=[00000001]   expected=[00000001]         WORD  OKAY
MASTER: trans=[   22]  addr=[90000c08] WRITE data=[00000002]   expected=[00000002]         WORD  OKAY
MASTER: trans=[   23]  addr=[90000c0c] WRITE data=[00000003]   expected=[00000003]         WORD  OKAY
MASTER: trans=[   24]  addr=[90000c10] WRITE data=[00000004]   expected=[00000004]         WORD  OKAY
MASTER: trans=[   25]  addr=[90000c14] WRITE data=[00000005]   expected=[00000005]         WORD  OKAY
MASTER: trans=[   26]  addr=[90000c18] WRITE data=[00000006]   expected=[00000006]         WORD  OKAY
MASTER: trans=[   27]  addr=[90000c1c] WRITE data=[00000007]   expected=[00000007]         WORD  OKAY
MASTER: trans=[   28]  addr=[90000c20] WRITE data=[00000008]   expected=[00000008]         WORD  OKAY
MASTER: trans=[   29]  addr=[90000c24] WRITE data=[00000009]   expected=[00000009]         WORD  OKAY
MASTER: trans=[   30]  addr=[90000c28] WRITE data=[0000000a]   expected=[0000000a]         WORD  OKAY
MASTER: trans=[   31]  addr=[90000c2c] WRITE data=[0000000b]   expected=[0000000b]         WORD  OKAY
MASTER: trans=[   32]  addr=[90000c30] WRITE data=[0000000c]   expected=[0000000c]         WORD  OKAY
MASTER: trans=[   33]  addr=[90000c34] WRITE data=[0000000d]   expected=[0000000d]         WORD  OKAY
MASTER: trans=[   34]  addr=[90000c38] WRITE data=[0000000e]   expected=[0000000e]         WORD  OKAY
MASTER: trans=[   35]  addr=[90000c3c] WRITE data=[0000000f]   expected=[0000000f]         WORD  OKAY
MASTER: trans=[   36]  addr=[90000c40] WRITE data=[00000010]   expected=[00000010]         WORD  OKAY
MASTER: trans=[   37]  addr=[90000c44] WRITE data=[00000011]   expected=[00000011]         WORD  OKAY
MASTER: trans=[   38]  addr=[90000c48] WRITE data=[00000012]   expected=[00000012]         WORD  OKAY
MASTER: trans=[   39]  addr=[90000c4c] WRITE data=[00000013]   expected=[00000013]         WORD  OKAY
MASTER: trans=[   40]  addr=[90000c50] WRITE data=[00000014]   expected=[00000014]         WORD  OKAY
MASTER: trans=[   41]  addr=[90000c54] WRITE data=[00000015]   expected=[00000015]         WORD  OKAY
MASTER: trans=[   42]  addr=[90000c58] WRITE data=[00000016]   expected=[00000016]         WORD  OKAY
MASTER: trans=[   43]  addr=[90000c5c] WRITE data=[00000017]   expected=[00000017]         WORD  OKAY
MASTER: trans=[   44]  addr=[90000c60] WRITE data=[00000018]   expected=[00000018]         WORD  OKAY
MASTER: trans=[   45]  addr=[90000c64] WRITE data=[00000019]   expected=[00000019]         WORD  OKAY
MASTER: trans=[   46]  addr=[90000c68] WRITE data=[0000001a]   expected=[0000001a]         WORD  OKAY
MASTER: trans=[   47]  addr=[90000c6c] WRITE data=[0000001b]   expected=[0000001b]         WORD  OKAY
MASTER: trans=[   48]  addr=[90000c70] WRITE data=[0000001c]   expected=[0000001c]         WORD  OKAY
MASTER: trans=[   49]  addr=[90000c74] WRITE data=[0000001d]   expected=[0000001d]         WORD  OKAY
MASTER: trans=[   50]  addr=[90000c78] WRITE data=[0000001e]   expected=[0000001e]         WORD  OKAY
MASTER: trans=[   51]  addr=[90000c7c] WRITE data=[0000001f]   expected=[0000001f]         WORD  OKAY
MASTER: trans=[   52]  addr=[90000c80] WRITE data=[00000020]   expected=[00000020]         WORD  OKAY
MASTER: trans=[   53]  addr=[90000c84] WRITE data=[00000021]   expected=[00000021]         WORD  OKAY
MASTER: trans=[   54]  addr=[90000c88] WRITE data=[00000022]   expected=[00000022]         WORD  OKAY
MASTER: trans=[   55]  addr=[90000c8c] WRITE data=[00000023]   expected=[00000023]         WORD  OKAY
MASTER: trans=[   56]  addr=[90000c90] WRITE data=[00000024]   expected=[00000024]         WORD  OKAY
MASTER: trans=[   57]  addr=[90000c94] WRITE data=[00000025]   expected=[00000025]         WORD  OKAY
MASTER: trans=[   58]  addr=[90000c98] WRITE data=[00000026]   expected=[00000026]         WORD  OKAY
MASTER: trans=[   59]  addr=[90000c9c] WRITE data=[00000027]   expected=[00000027]         WORD  OKAY
MASTER: trans=[   60]  addr=[90000ca0] WRITE data=[00000028]   expected=[00000028]         WORD  OKAY
MASTER: trans=[   61]  addr=[90000ca4] WRITE data=[00000029]   expected=[00000029]         WORD  OKAY
MASTER: trans=[   62]  addr=[90000ca8] WRITE data=[0000002a]   expected=[0000002a]         WORD  OKAY
MASTER: trans=[   63]  addr=[90000cac] WRITE data=[0000002b]   expected=[0000002b]         WORD  OKAY
MASTER: trans=[   64]  addr=[90000cb0] WRITE data=[0000002c]   expected=[0000002c]         WORD  OKAY
MASTER: trans=[   65]  addr=[90000cb4] WRITE data=[0000002d]   expected=[0000002d]         WORD  OKAY
MASTER: trans=[   66]  addr=[90000cb8] WRITE data=[0000002e]   expected=[0000002e]         WORD  OKAY
MASTER: trans=[   67]  addr=[90000cbc] WRITE data=[0000002f]   expected=[0000002f]         WORD  OKAY
MASTER: trans=[   68]  addr=[90000cc0] WRITE data=[00000030]   expected=[00000030]         WORD  OKAY
MASTER: trans=[   69]  addr=[90000cc4] WRITE data=[00000031]   expected=[00000031]         WORD  OKAY
MASTER: trans=[   70]  addr=[90000cc8] WRITE data=[00000032]   expected=[00000032]         WORD  OKAY
MASTER: trans=[   71]  addr=[90000ccc] WRITE data=[00000033]   expected=[00000033]         WORD  OKAY
MASTER: trans=[   72]  addr=[90000cd0] WRITE data=[00000034]   expected=[00000034]         WORD  OKAY
MASTER: trans=[   73]  addr=[90000cd4] WRITE data=[00000035]   expected=[00000035]         WORD  OKAY
MASTER: trans=[   74]  addr=[90000cd8] WRITE data=[00000036]   expected=[00000036]         WORD  OKAY
MASTER: trans=[   75]  addr=[90000cdc] WRITE data=[00000037]   expected=[00000037]         WORD  OKAY
MASTER: trans=[   76]  addr=[90000ce0] WRITE data=[00000038]   expected=[00000038]         WORD  OKAY
MASTER: trans=[   77]  addr=[90000ce4] WRITE data=[00000039]   expected=[00000039]         WORD  OKAY
MASTER: trans=[   78]  addr=[90000ce8] WRITE data=[0000003a]   expected=[0000003a]         WORD  OKAY
MASTER: trans=[   79]  addr=[90000cec] WRITE data=[0000003b]   expected=[0000003b]         WORD  OKAY
MASTER: trans=[   80]  addr=[90000cf0] WRITE data=[0000003c]   expected=[0000003c]         WORD  OKAY
MASTER: trans=[   81]  addr=[90000cf4] WRITE data=[0000003d]   expected=[0000003d]         WORD  OKAY
MASTER: trans=[   82]  addr=[90000cf8] WRITE data=[0000003e]   expected=[0000003e]         WORD  OKAY
MASTER: trans=[   83]  addr=[90000cfc] WRITE data=[0000003f]   expected=[0000003f]         WORD  OKAY
MASTER: trans=[   84]  addr=[90000d00] WRITE data=[00000040]   expected=[00000040]         WORD  OKAY
MASTER: trans=[   85]  addr=[90000d04] WRITE data=[00000041]   expected=[00000041]         WORD  OKAY
MASTER: trans=[   86]  addr=[90000d08] WRITE data=[00000042]   expected=[00000042]         WORD  OKAY
MASTER: trans=[   87]  addr=[90000d0c] WRITE data=[00000043]   expected=[00000043]         WORD  OKAY
MASTER: trans=[   88]  addr=[90000d10] WRITE data=[00000044]   expected=[00000044]         WORD  OKAY
MASTER: trans=[   89]  addr=[90000d14] WRITE data=[00000045]   expected=[00000045]         WORD  OKAY
MASTER: trans=[   90]  addr=[90000d18] WRITE data=[00000046]   expected=[00000046]         WORD  OKAY
MASTER: trans=[   91]  addr=[90000d1c] WRITE data=[00000047]   expected=[00000047]         WORD  OKAY
MASTER: trans=[   92]  addr=[90000d20] WRITE data=[00000048]   expected=[00000048]         WORD  OKAY
MASTER: trans=[   93]  addr=[90000d24] WRITE data=[00000049]   expected=[00000049]         WORD  OKAY
MASTER: trans=[   94]  addr=[90000d28] WRITE data=[0000004a]   expected=[0000004a]         WORD  OKAY
MASTER: trans=[   95]  addr=[90000d2c] WRITE data=[0000004b]   expected=[0000004b]         WORD  OKAY
MASTER: trans=[   96]  addr=[90000d30] WRITE data=[0000004c]   expected=[0000004c]         WORD  OKAY
MASTER: trans=[   97]  addr=[90000d34] WRITE data=[0000004d]   expected=[0000004d]         WORD  OKAY
MASTER: trans=[   98]  addr=[90000d38] WRITE data=[0000004e]   expected=[0000004e]         WORD  OKAY
MASTER: trans=[   99]  addr=[90000d3c] WRITE data=[0000004f]   expected=[0000004f]         WORD  OKAY
MASTER: trans=[  100]  addr=[90000d40] WRITE data=[00000050]   expected=[00000050]         WORD  OKAY
MASTER: trans=[  101]  addr=[90000d44] WRITE data=[00000051]   expected=[00000051]         WORD  OKAY
MASTER: trans=[  102]  addr=[90000d48] WRITE data=[00000052]   expected=[00000052]         WORD  OKAY
MASTER: trans=[  103]  addr=[90000d4c] WRITE data=[00000053]   expected=[00000053]         WORD  OKAY
MASTER: trans=[  104]  addr=[90000d50] WRITE data=[00000054]   expected=[00000054]         WORD  OKAY
MASTER: trans=[  105]  addr=[90000d54] WRITE data=[00000055]   expected=[00000055]         WORD  OKAY
MASTER: trans=[  106]  addr=[90000d58] WRITE data=[00000056]   expected=[00000056]         WORD  OKAY
MASTER: trans=[  107]  addr=[90000d5c] WRITE data=[00000057]   expected=[00000057]         WORD  OKAY
MASTER: trans=[  108]  addr=[90000d60] WRITE data=[00000058]   expected=[00000058]         WORD  OKAY
MASTER: trans=[  109]  addr=[90000d64] WRITE data=[00000059]   expected=[00000059]         WORD  OKAY
MASTER: trans=[  110]  addr=[90000d68] WRITE data=[0000005a]   expected=[0000005a]         WORD  OKAY
MASTER: trans=[  111]  addr=[90000d6c] WRITE data=[0000005b]   expected=[0000005b]         WORD  OKAY
MASTER: trans=[  112]  addr=[90000d70] WRITE data=[0000005c]   expected=[0000005c]         WORD  OKAY
MASTER: trans=[  113]  addr=[90000d74] WRITE data=[0000005d]   expected=[0000005d]         WORD  OKAY
MASTER: trans=[  114]  addr=[90000d78] WRITE data=[0000005e]   expected=[0000005e]         WORD  OKAY
MASTER: trans=[  115]  addr=[90000d7c] WRITE data=[0000005f]   expected=[0000005f]         WORD  OKAY
MASTER: trans=[  116]  addr=[90000d80] WRITE data=[00000060]   expected=[00000060]         WORD  OKAY
MASTER: trans=[  117]  addr=[90000d84] WRITE data=[00000061]   expected=[00000061]         WORD  OKAY
MASTER: trans=[  118]  addr=[90000d88] WRITE data=[00000062]   expected=[00000062]         WORD  OKAY
MASTER: trans=[  119]  addr=[90000d8c] WRITE data=[00000063]   expected=[00000063]         WORD  OKAY
MASTER: trans=[  120]  addr=[90000d90] WRITE data=[00000064]   expected=[00000064]         WORD  OKAY
MASTER: trans=[  121]  addr=[90000d94] WRITE data=[00000065]   expected=[00000065]         WORD  OKAY
MASTER: trans=[  122]  addr=[90000d98] WRITE data=[00000066]   expected=[00000066]         WORD  OKAY
MASTER: trans=[  123]  addr=[90000d9c] WRITE data=[00000067]   expected=[00000067]         WORD  OKAY
MASTER: trans=[  124]  addr=[90000da0] WRITE data=[00000068]   expected=[00000068]         WORD  OKAY
MASTER: trans=[  125]  addr=[90000da4] WRITE data=[00000069]   expected=[00000069]         WORD  OKAY
MASTER: trans=[  126]  addr=[90000da8] WRITE data=[0000006a]   expected=[0000006a]         WORD  OKAY
MASTER: trans=[  127]  addr=[90000dac] WRITE data=[0000006b]   expected=[0000006b]         WORD  OKAY
MASTER: trans=[  128]  addr=[90000db0] WRITE data=[0000006c]   expected=[0000006c]         WORD  OKAY
MASTER: trans=[  129]  addr=[90000db4] WRITE data=[0000006d]   expected=[0000006d]         WORD  OKAY
MASTER: trans=[  130]  addr=[90000db8] WRITE data=[0000006e]   expected=[0000006e]         WORD  OKAY
MASTER: trans=[  131]  addr=[90000dbc] WRITE data=[0000006f]   expected=[0000006f]         WORD  OKAY
MASTER: trans=[  132]  addr=[90000dc0] WRITE data=[00000070]   expected=[00000070]         WORD  OKAY
MASTER: trans=[  133]  addr=[90000dc4] WRITE data=[00000071]   expected=[00000071]         WORD  OKAY
MASTER: trans=[  134]  addr=[90000dc8] WRITE data=[00000072]   expected=[00000072]         WORD  OKAY
MASTER: trans=[  135]  addr=[90000dcc] WRITE data=[00000073]   expected=[00000073]         WORD  OKAY
MASTER: trans=[  136]  addr=[90000dd0] WRITE data=[00000074]   expected=[00000074]         WORD  OKAY
MASTER: trans=[  137]  addr=[90000dd4] WRITE data=[00000075]   expected=[00000075]         WORD  OKAY
MASTER: trans=[  138]  addr=[90000dd8] WRITE data=[00000076]   expected=[00000076]         WORD  OKAY
MASTER: trans=[  139]  addr=[90000ddc] WRITE data=[00000077]   expected=[00000077]         WORD  OKAY
MASTER: trans=[  140]  addr=[90000de0] WRITE data=[00000078]   expected=[00000078]         WORD  OKAY
MASTER: trans=[  141]  addr=[90000de4] WRITE data=[00000079]   expected=[00000079]         WORD  OKAY
MASTER: trans=[  142]  addr=[90000de8] WRITE data=[0000007a]   expected=[0000007a]         WORD  OKAY
MASTER: trans=[  143]  addr=[90000dec] WRITE data=[0000007b]   expected=[0000007b]         WORD  OKAY
MASTER: trans=[  144]  addr=[90000df0] WRITE data=[0000007c]   expected=[0000007c]         WORD  OKAY
MASTER: trans=[  145]  addr=[90000df4] WRITE data=[0000007d]   expected=[0000007d]         WORD  OKAY
MASTER: trans=[  146]  addr=[90000df8] WRITE data=[0000007e]   expected=[0000007e]         WORD  OKAY
MASTER: trans=[  147]  addr=[90000dfc] WRITE data=[0000007f]   expected=[0000007f]         WORD  OKAY
MASTER: trans=[  148]  addr=[90000e00] WRITE data=[00000080]   expected=[00000080]         WORD  OKAY
MASTER: trans=[  149]  addr=[90000e04] WRITE data=[00000081]   expected=[00000081]         WORD  OKAY
MASTER: trans=[  150]  addr=[90000e08] WRITE data=[00000082]   expected=[00000082]         WORD  OKAY
MASTER: trans=[  151]  addr=[90000e0c] WRITE data=[00000083]   expected=[00000083]         WORD  OKAY
MASTER: trans=[  152]  addr=[90000e10] WRITE data=[00000084]   expected=[00000084]         WORD  OKAY
MASTER: trans=[  153]  addr=[90000e14] WRITE data=[00000085]   expected=[00000085]         WORD  OKAY
MASTER: trans=[  154]  addr=[90000e18] WRITE data=[00000086]   expected=[00000086]         WORD  OKAY
MASTER: trans=[  155]  addr=[90000e1c] WRITE data=[00000087]   expected=[00000087]         WORD  OKAY
MASTER: trans=[  156]  addr=[90000e20] WRITE data=[00000088]   expected=[00000088]         WORD  OKAY
MASTER: trans=[  157]  addr=[90000e24] WRITE data=[00000089]   expected=[00000089]         WORD  OKAY
MASTER: trans=[  158]  addr=[90000e28] WRITE data=[0000008a]   expected=[0000008a]         WORD  OKAY
MASTER: trans=[  159]  addr=[90000e2c] WRITE data=[0000008b]   expected=[0000008b]         WORD  OKAY
MASTER: trans=[  160]  addr=[90000e30] WRITE data=[0000008c]   expected=[0000008c]         WORD  OKAY
MASTER: trans=[  161]  addr=[90000e34] WRITE data=[0000008d]   expected=[0000008d]         WORD  OKAY
MASTER: trans=[  162]  addr=[90000e38] WRITE data=[0000008e]   expected=[0000008e]         WORD  OKAY
MASTER: trans=[  163]  addr=[90000e3c] WRITE data=[0000008f]   expected=[0000008f]         WORD  OKAY
MASTER: trans=[  164]  addr=[90000e40] WRITE data=[00000090]   expected=[00000090]         WORD  OKAY
MASTER: trans=[  165]  addr=[90000e44] WRITE data=[00000091]   expected=[00000091]         WORD  OKAY
MASTER: trans=[  166]  addr=[90000e48] WRITE data=[00000092]   expected=[00000092]         WORD  OKAY
MASTER: trans=[  167]  addr=[90000e4c] WRITE data=[00000093]   expected=[00000093]         WORD  OKAY
MASTER: trans=[  168]  addr=[90000e50] WRITE data=[00000094]   expected=[00000094]         WORD  OKAY
MASTER: trans=[  169]  addr=[90000e54] WRITE data=[00000095]   expected=[00000095]         WORD  OKAY
MASTER: trans=[  170]  addr=[90000e58] WRITE data=[00000096]   expected=[00000096]         WORD  OKAY
